0,1,sentiment,SBert_유사도
회사에서 급작스럽게 업무량이 늘어나서 휴가 일정들이 조정됐어. 휴가가 주는 바람에 나도 희생된 느낌이고 너무 상처가 돼.,내 걱정 때문에 그런 거라면 마음 상해하지 않아도 돼. 우리는 어차피 평생 함께 할 사이인데 언제든 또 기회가 있지 않겠어? 나는 당신이 마음 아파하는 모습이 더 안쓰러우니 상처받지 말았으면 좋겠다.,상처,0.2552274465560913
휴가 편하게 다녀오려고 일부러 일 처리도 미리 해놨었거든. 그런데 의미가 없어져서 너무 속상해.,고생스럽겠지만 회사 일 잘 해내서 인정받는 당신이 됐으면 좋겠어. 업무량으로 힘들었던 날들이 보상받는 날이 분명 오게 될 거야.,상처,0.3863896131515503
일부러 일찍 애써서 모두 끝내놓은 게 어떤 의미가 있나 싶어. 결국 돌아온 거라곤 추가 근무여서 너무 마음 아플 뿐이지.,당신의 긍정적인 자세 너무 좋아. 젊을 때 고생은 사서도 한다잖아. 조금 억울한 말인 것 같기는 하지만 훗날을 위해 지금 조금만 더 고생해 보자.,상처,0.6135193109512329
나 때문에 당신까지 여행을 짧게 하게 되어버렸으니 너무 속상한 거지. 오랜만의 여행 기회를 망친 것 같아 미안함에 마음이 많이 다친 것 같아.,요즘 야근을 자주 하더니 그 일 때문인가요? 어떤 보고서인데 그래요?,상처,0.31302177906036377
당신이 괜찮다고 하니까 그래도 마음이 조금 놓인다. 덕분에 상처가 아무는 느낌이야.,열심히 하는데 자꾸 안 좋은 평가를 받으면 마음이 움츠러들고 힘이 들죠. 여보가 회사 일에 얼마나 열정적인지 나도 잘 알아요. 그렇게 열심히 쓴 건 분명 과장님도 알아줄 테니 너무 상심하지 말아요.,상처,0.3349752724170685
"맞아, 나도 일하는 거 재미있어. 다만 그래도 쉬는 날이 조금은 확보된다면 더 좋을 것 같지만 말이야. 이왕 하게 된 일 즐기면서 해야겠다.",여보가 혼자서 마음고생이 많았겠군요. 일을 하는 건 꼭 돈을 벌기 위해서가 아니라 자존감을 지키려고 하는 것도 있으니 속상하겠어요.,상처,0.3646375834941864
여보 과장이 내가 올린 보고서를 보고 한숨을 쉬고 있어요. 정말 열심히 쓴 보고서인데 상처받았어요.,하지만 아직 보고서는 되돌아오지 않았어요. 이럴수록 여보가 더 마음을 굳건하게 먹고 긍정적인 미래를 생각하며 회사를 다니는 게 좋지 않을까요. 아직 일어나지도 않은 일을 미리 생각하면서 안 좋은 쪽으로 생각할 필요 없어요.,상처,0.2957145571708679
신상품 기획안 보고서예요. 내가 혼을 기울여서 쓴 건데 또 되돌아올까 봐 속상해요. 한숨 소리에 벌써부터 상처받았어요.,너무 애정을 많이 쏟아부어서 작은 일에도 민감할 수 있어요. 비록 과장님이 한숨을 쉬었지만 다른 일 때문에 그런 거일 수도 있어요.,상처,0.36892375349998474
하지만 다시 보고서가 되돌아온다는 생각을 하면 벌써부터 끔찍해요. 자존심이 상해서 상처받은 마음으로 어떻게 회사를 다녀야 할지 엄두도 나지 않아요.,일어나지도 않은 일에 지레 겁먹지 말아요. 그리고 여보에겐 언제나 내가 있잖아요. 난 언제나 당신을 응원하고 있어요.,상처,0.12964972853660583
사람들의 눈초리도 신경이 쓰여요. 내가 일 못하는 사람으로 낙인찍힐까 봐서요. 내 능력이 이 정도였나 하는 생각이 들어 상처받았어요.,내가 더 힘이 되어줘야 하는데 그렇지 못해서 늘 미안할 뿐이에요. 가장으로서 막대한 책임감을 쥐어주는 거 같아서도 늘 미안해요. 하지만 가족이 있으니 힘을 내요.,상처,0.5489542484283447
상처받은 마음 때문에 힘들었는데 여보랑 얘기하고 나니까 마음이 좀 풀리네요. 여보 말처럼 내가 너무 안 좋은 쪽으로만 생각했나 봐요.,그런 사람들이 있다더니 진짜구나. 잘못한 건 그 아저씨인데 당신이 눈치를 봤다니 정말 나까지 속상하네.,상처,0.5747523307800293
그렇게 말해주니 나도 좀 마음이 놓이네요. 열심히 하고 또 잘하려고 부단히 노력했으니 좋은 결과가 있을 수도 있을 거 같아요.,안 그래도 당신도 눈치가 보였을 텐데 아저씨가 너무 뻔뻔해서 상처받았구나. 조금만 배려해 줬으면 좋았을 텐데 아쉽다. 애초에 배려를 위해 만들어진 자리인데 그분이 백번 잘못했네.,상처,0.26665183901786804
여보와 얘기하니까 힘이 나네요. 잘 들어주고 조언해줘서 정말 고마워요. 이따 저녁에는 맛있는 거 사갈게요.,일단 그 아저씨도 자리를 양보하기 싫은 마음이었으니까 충분히 방어적으로 봤을 수도 있다고 생각해. 당신이 얼마나 주변의 눈치를 보면서 다니는지 느껴져서 마음이 아파. 애초에 민폐를 끼치기 싫어하는 당신인데 말이야.,상처,0.21712280809879303
"여보, 방금 지하철을 탔는데 너무 눈치가 보여. 내가 임신 6개월째라 배도 무겁기도 하고 허리도 아파서 앉으려고 임산부석 쪽으로 갔거든. 그랬더니 이미 어떤 아저씨가 임산부석에 앉아 계시더라고.","당신 잘못도 아닌데 주눅들 필요 전혀 없어. 아예 임산부, 노인, 어린이, 장애인은 나라에서 보호하는 약자잖아. 사회적 약자로서 당연한 배려를 기대할 뿐인데 그걸 제공하지 못하는 사람이 잘못된 거 아니겠어?",상처,0.19118155539035797
아무래도 자리가 계속 비어있으니까 가끔 임산부가 아니어도 앉는 사람들이 있더라고. 그래도 보통은 나처럼 누가 봐도 임산부이면 비켜줘서 죄송하고 고마운 마음으로 앉곤 했어. 근데 오늘은 아저씨가 어쩌라는 거냐는 식으로 날 쳐다보는데 너무 상처가 되더라고.,"무슨 마음인지는 알겠어, 기대만큼 실망도 따르는 법이니까 말이야. 그래도 적어도 당신이 임신해서 몸이 불편한 동안 만큼은 조금 더 당신 만을 생각해도 될 것 같아. 당신이라도 당신을 가장 우선적으로 생각해줘야 하지 않겠어?",상처,0.6358463168144226
나도 무조건적으로 비켜 달라고 하는 건 아니고 혹시나 자리가 비었나 싶었던 거거든. 내가 과민 반응 하는 걸 수도 있지만 그 아저씨 눈빛이 임신한 게 대수냐 라는 눈빛이어서 상처가 됐어.,잘 생각했어. 당신 말대로 겪어보지 못한 불편에 대해서는 온전히 공감하기가 어렵기 마련이잖아. 그러니까 속상하겠지만 너무 상처받진 않았으면 좋겠어. 그 아저씨가 예외적인 거라고 생각하고 대부분은 당신의 힘듦을 이해해 줄 거니까 기운 내.,상처,0.4531198740005493
임신한 몸으로 다녀보니 시선이 마냥 곱지만은 않은 경우도 있더라고. 물론 배려해 주시는 분들이 대부분이긴 해서 감사한 경우가 더 많지만 말이야. 방금도 보다 못해 옆에 계신 아주머니가 자리 양보를 해주셨는데 너무 눈치가 보이더라고.,아무도 그렇게 생각하지 않을 거야. 당연한 배려라고 생각하는 사람들이 대부분이니까 상처받지 말고 눈치 보지 말자.,상처,0.49987977743148804
그건 그렇지. 그래도 나도 이걸 너무 당연하게 생각하면 내가 더 상처를 받더라고. 그래서 당연한 게 아님을 계속 스스로 되 뇌려고 하는 것 같아. 그러다 보면 저절로 남 눈치를 보게 되는 것 같고.,교수인 당신이 그런 말을 들었다면 무척 상처받을 일 인거 같아요. 그 마음이 얼마나 아팠을까요. 게다가 매일 밤 수업 준비하느라 고생하는 걸 제가 다 아는데 말이에요.,상처,0.5292367935180664
"당신 말이 맞아, 나부터 나를 보호해야 할 것 같아. 나도 내가 임신하기 전에는 다른 임산부들의 힘듦을 전혀 몰랐었거든. 아까 아저씨도 분명 임산부가 되어본 적이 없어서 그랬다고 생각해.",그렇게 생각하지 말아요. 당신은 최선을 다해서 준비해가는 걸 내가 너무 잘 알고 있어요. 수업이라는 게 재미있어야만 듣는 게 아니니까요.,상처,0.21761299669742584
그렇게 말해줘서 고마워. 나도 살면서 이렇게 배려를 많이 받아본 게 처음이라 괜히 눈치를 보고 다녔나 봐. 남한테 피해를 끼치는 것 같아서 말이야.,가족인데 부끄러울 게 뭐가 있어요. 나는 언제나 당신 편이에요. 나는 당신이 상처받지 않는 게 더 중요한 사람이니까 마음 쓰지 말아요.,상처,0.46521031856536865
고마워. 당신 덕분에 마음이 진정이 됐어.,당신이 강의 시작한 지가 얼마 되지 않았잖아요. 당신도 지금 적응 중이고 당신만의 방법을 찾아가는 중인 거잖아요. 너무 조급하게 생각하지 말아요.,상처,0.48538753390312195
"여보, 나 더 이상 학교 다니기가 힘들 것 같아. 내 수업 시간에 학생 절반이 엎드려 있어. 알고 보니 너무 지루하고 졸려서 앉아있기가 힘들다고 하는데 정말 상처받았어.",당신이 그 자리까지 가는데 얼마나 많은 노력을 했는지 알잖아요. 수업에 임하는 자세까지 당신이 책임 질 수는 없어요. 당신은 당신의 몫에 최선을 다하고 있다는 걸 알고 있으니 지금의 당신이 부족하다 생각하지 말아요.,상처,0.4877030551433563
내 노력이 전부 헛되다 생각 하니 마음이 너무 안 좋아. 학생들에게 조금 더 내 지식을 나눠주고 싶은데 학생들이 받아들여 주질 않다니 너무 상처받았어. 내가 모르는 문제가 나한테 있나 봐.,좋은 생각이에요. 당신이 잘못 하고 있다고 생각은 하지 않지만 재미가 있다면 더 좋은 결과를 내겠죠. 학생들도 좋아할 테고요.,상처,0.4874911904335022
그렇게 생각하면 그렇지만 전부 엎드려 있으니 수업할 의지가 꺾여. 일어나라고 말하는 것도 한두 번이지 너무 상처받아서 말하기도 싫더라고. 당신에게 이런 말을 하는 것도 부끄러워.,그것도 매우 좋은 생각이네요. 수업받는 자세도 무척 중요하고 당신에게도 상처가 되는 행동이니까요.,상처,0.5568649172782898
