,0,1,SBert_유사도,sentiment
26,부인 말처럼 나도 가진 게 많겠지만 계속 부족한 점만 보게 돼요. 그럴수록 슬퍼지고 남과 비교하면 안 된다고 생각하지만 그게 잘되지 않아요. 그러니 저는 계속 이렇게 슬프고 우울한 감정이 반복될 것 같아요.,맞아요. 남편은 언제나 남을 통해 배우고 더 잘 해보려고 노력하잖아요. 분명 지금의 고통이 좋은 거름이 되어 성과로 나타나는 날이 올 거예요. 그러니 너무 슬퍼 말아요.,0.5165613889694214,슬픔
27,부인의 말을 듣고 나니 기분이 많이 나아졌어요. 저는 만족도 못하고 계속 일만 벌이는 건 아닌가 생각했거든요. 그런데 부인 덕분에 제가 잘못한 게 아니라 노력하는 과정이라는 생각이 들었어요.,벌금에 대해 얘기한 덕분에 이렇게 깊은 대화도 나눌 수 있었잖아요. 지나간 과거는 바꿀 수 없지만 해석하고 받아들이는 방식을 통해 좋은 결과로 이끌 수 있어요. 그러니 다시 힘내 봐요.,0.48024681210517883,슬픔
28,고마워요. 비록 벌금은 물게 되었지만 부인과 얘기를 하며 기분이 좋아졌어요. 다시 기운도 생겼고요.,당신이 정말 많은 생각 끝에 새로 산 차인데 정말 속상하겠어요. 이번에 차를 새로 샀다고 좋아하던 당신이 떠 올라서 난 더 슬퍼지는 것 같아요. 그래도 당신의 마음에 드는 차를 산 것이니 너무 속상하게 생각하지 않기를 바라요.,0.4571447968482971,슬픔
29,수 없는 고민 끝에 새를 뽑았는데 휘발유 차보다 경유 차의 연비가 훨씬 좋네요. 전 고심 끝에 휘발유 차를 산 것인데 결정이 틀렸다는 것처럼 생각돼서 많이 슬프네요. 새로 뽑은 차를 물릴 수도 없고 정말 눈물 나게 슬픈 심정이네요.,문자지만 당신이 많이 속상해서 슬퍼하는 모습이 눈에 선하네요. 얼마나 땅을 치고 슬퍼할지 느껴지니까 너무 나도 당신에게 위로가 되어주고 싶네요. 열심히 고민하고 비교해서 내린 결정이니까 조금은 당신의 결정에 지지를 믿고 힘을 내세요.,0.31217068433761597,슬픔
30,"그렇죠, 디자인도 마음에 들고 다 만족하는 데 생각보다 연비가 안 좋더라고요. 차는 연비가 제일 중요한 건데 제가 왜 그걸 간과한 건지 정말 바보 같아요. 생각할수록 잘못된 결정 같아서 슬프네요.",그래서 그렇게 후회를 하며 슬퍼하는 거군요. 당신의 상세한 설명을 들으니 더 감정이입이 되어서 나도 안타깝네요. 그래도 당신이 꼼꼼하게 따져서 결정했다는 것에는 변함이 없네요.,0.4597947299480438,슬픔
31,"그건 그래요, 정말 몇 달 동안 자동차를 비교하면서 어느 것이 좋은지 고민했었어요. 그런데 휘발유 차 안에서만 비교해서 그런지 경유 차는 생각도 못했어요. 경유는 힘이 없다는 편견에 사로 잡혀 있었거든요.",그렇죠 머리로는 이해해도 직접 몸으로 느끼는 것을 부정하기는 힘들 거예요. 대다수의 사람들이 격하게 공감할 심정이라서 나도 슬퍼요. 하지만 그 외에 당신이 꼼꼼하게 비교해서 한 결정에는 후회가 없다는 것에도 집중해 주었으면 좋겠어요.,0.29411453008651733,슬픔
32,하지만 말할수록 내가 너무 슬퍼져서 당신이 이렇게 나를 달래도 계속 생각하게 되는 것 같아요. 새 차가 예전에 타던 경유 차보다 연비가 많이 떨어지더라고요. 몸으로 직접 느끼니 후회되는 마음을 바꿀 수가 없어요.,"그렇죠, 그래서 당신의 이 마음이 쉽사리 회복되지 않을 거라는 것을 알아요. 그래도 전 당신의 결정이 차를 타는 내내 후회할 만큼 큰 실수는 아니라고 생각해요. 복잡한 감정이 들겠지만 조금은 자신의 결정을 지지하려는 마음을 다잡아 주었으면 하는 바람이에요.",0.7122604250907898,슬픔
33,정말 연비 빼고는 저의 취향에 딱 맞는 차라서 제가 이렇게 더 속상했나 봐요. 모든 걸 완벽히 만족하고 선택할 수는 없다는 것을 알지만 슬픔을 타파하기가 힘들어요. 저의 결정에는 후회와 만족이 섞여서 저를 이렇게 혼란스럽게 하는 것 같아요.,현명한 당신이 몇 달을 고민해서 내린 결정인데 최악일 수는 없다는 확신이 있었어요. 그리고 당신을 믿고 있고요. 이건 누가 뭐라고 당신의 옆에서 지켜봐 온 나의 믿음이 만들어낸 결과예요.,0.48179659247398376,슬픔
34,"맞아요, 저의 결정이 이번 차 구매를 완전히 망친 큰 실수는 아니죠. 역시 당신이 문자 해준 방향으로 그렇게 생각하니 나의 슬픔이 조금 풀리네요. 경유 차 보다 연비가 너무 떨어져서 속상했을 때 당신에게 연락을 하길 잘했다는 생각이 들어요.",문자로 보는 것이지만 당신이 힘을 낸 것 같아서 얼마나 다행인지 모르겠어요. 차를 바꿔서 신이 난 당신이 이렇게 까지 슬퍼하는 모습을 보니 너무 걱정이 됐었어요. 그런데 당신이 나의 메시지에 힘을 내니 내가 너무 기뻐서 속이 시원해졌어요.,0.6502719521522522,슬픔
35,나를 믿어주는 당신이 있어서 너무 행복하네요. 생각해 보면 내가 지금 너무 연비에 집중해서 그렇지 분명 나에게는 알맞고 적당한 차였어요. 지금에야 이런 생각이 드는 건 당신이 나를 믿어준다는 것 때문에 생긴 자신감 인가 봐요.,그렇네요. 저희도 이제 성인이 된 지 벌써 20년이 넘게 흘렀군요. 잊고 있던 세월에 대해 생각하니 남편도 슬펐나 보네요.,0.27376386523246765,슬픔
36,"정말 고마워요, 당신에게 문자를 보내기 전까지 나의 결정에 후회가 많았고. 휘발유보다 경차의 연비가 좋다는 사실이 날 슬프게 말 들었어요. 그런데 당신이 나를 위로하고 응원해 준 덕분에 나의 슬픔이 많이 해소되었어요.",맞아요. 저도 거울이나 앨범을 보면 나이가 들었다는 생각에 저도 슬퍼지더라고요. 그렇지만 나이가 들어가면서 젊을 때는 몰랐던 삶에 대한 이해와 감정이 깊어졌죠. 이렇게 함께 살면서 성숙해지고 일궈왔다고 생각하면 기분이 좋아질 거예요.,0.3630659282207489,슬픔
37,부인 오늘 직장에 주민등록증 사본을 내는데 사진이 좀 달라 보인다는 얘기를 들었어요. 생각해보니 주민등록증 증명사진이 벌써 20년이 넘었더군요. 내가 벌써 이렇게 나이가 들었다는 사실에 슬펐어요.,비록 원하던 만큼은 아닐지라도 20년 동안 해온 경험과 과정이 고스란히 남아 있잖아요. 아픔과 고난을 지금까지 이겨낸 것 만으로도 충분히 훌륭하고 멋져요. 남편의 세월 그 자체가 경험이자 인생의 자산이고 성과라고 생각해요.,0.4203803837299347,슬픔
38,맞아요. 딱히 나이에 대해 생각해보지 않았지만 처음 주민등록증을 받았을 때가 떠올랐어요. 그러고 사진을 보니 정말 지금과 많이 다르게 보였어요. 슬프게도 이제 제가 젊음을 잃은 것 같아요.,남편이 그때 꿈을 포기한다고 했을 때 느꼈을 아픔을 생각하면 저도 마음이 무척 슬퍼요. 그렇지만 다른 길을 택했기에 저와 결혼하고 예상하지 못한 만남과 추억도 얻었잖아요. 그리고 아직 남편에게는 시간이 남아있고 꿈을 쫓을 가능성도 있으니 너무 슬퍼 마요.,0.38178884983062744,슬픔
39,그렇지만 스무 살 때를 생각하면 그때 바랐던 만큼 많은 걸 이룬 것 같지 않아. 오히려 생계와 현실을 생각하며 포기한 꿈도 많았고 그러면서 나이가 들었나 생각하게 돼. 흐른 세월만큼 나아지지 않았다고 생각하니 더 슬퍼져.,저도 살아온 세월을 생각하면 이미 너무 많은 시간이 지체 되었다고 느껴질 때가 있어요. 그렇지만 아직 저는 살아있고 이어질 시간이 있다고 생각하면 더 늦기 전에 해보자는 용기가 생기더라고요. 아직 기회가 있으니 일단 할 수 있는 작은 도전부터 해나가면 점차 기운도 날 거예요.,0.7054980993270874,슬픔
40,나도 그렇게 여긴 순간도 있었지만 역시 당시 꿈을 쫓았다면 어땠을 까 생각해. 너무 빨리 포기했다는 생각과 다시 도전하기에는 이미 늦었다는 걸 떠올리니 몹시 슬퍼. 분명 처음 사회 일을 시작할 때는 금방 꿈으로 돌아갈 수 있을 것 같았는데 말이야.,남편 꼭 모든 일을 다 잘 할 필요는 없어요. 우선 시도를 하고 거기서 슬픔도 기쁨도 다 경험으로 얻는 거죠. 그런 과정을 통한 배움은 분명 인생의 큰 힘이 될 거고 좋은 추억이 될 거예요.,0.33592620491981506,슬픔
41,하지만 이제는 가정을 지켜야 할 의무도 있고 회사에서의 지위도 있어. 슬프지만 이 사진을 찍을 때처럼 자유롭지 않죠. 제게는 지금의 것을 포기하고 다시 도전할 용기가 없어요.,우리는 지나간 시간 만큼 추억할 수 있고 다가올 미래 만큼 기대할 수 있잖아요. 점차 많은 경험을 쌓고 성숙하여 맞이할 새로운 자신을 생각하면 기분이 좋아질 거예요. 그러니 힘을 내요.,0.27991804480552673,슬픔
42,부인의 말을 듣고 나니 용기가 생기는 것 같아요. 맞아요 아직 살아갈 세월이 남아있으니 남은 시간 동안 다른 것을 더 해보고 싶어요. 이미 나이가 들었는데 내가 정말 잘 해낼 수 있을 까요?,"아, 그랬어? 경제적으로 어려워서 그러셨던 걸까?",0.2730787992477417,슬픔
43,정말 고마워요 부인. 덕분에 마음이 아주 편해지고 희망이 차오르는 것 같아요.,"할머니의 그 마음을 생각하면, 당신 마음이 따뜻해지면서도 아프겠다. 돌아가신 할머니가 무척 그립기도 할 거고.",0.5258568525314331,슬픔
44,"여보, 오늘 지나가다 헌옷함을 보니 돌아가신 우리 할머니 생각 나 더라. 할머니가 나 고등학교 때 가끔 헌옷함을 뒤져 가져온 옷을 내게 주시곤 했거든.","상처 받았을 할머니의 마음을 생각하니 죄송하기도 하고, 마음도 아프겠지. 하지만 당신도 그때에는 사춘기였잖아. 버려진 옷을 아무렇지 않게 받아들이기엔 철이 없었을 테니, 그때의 당신도 이해가 가.",0.687242865562439,슬픔
45,"그건 아니고, 치매에 걸리신 후로 곧잘 그러셨어. 가족들이 말리는데도 헌 옷을 가져오셔서 선물이라며 내게 내미셨어. 지금 생각하면 손자를 위해 뭐라도 주고 싶으셨던 것 같아서, 마음이 아려.","어릴 적 일하는 엄마를 대신해 할머니가 당신을 돌보아주셨다며. 그런 할머니를 얼마 동안 냉랭하게 대했던 기억이 당신의 마음을 두고두고 아프게 찌르겠다. 그런데 어쩌면 당신은 할머니가 정신을 놓으셨다는 걸 인정하고 싶지 않아, 더욱 짜증을 냈는지도 몰라.",0.5679358243942261,슬픔
46,"응, 그리고 후회도 들어. 할머니가 버려진 옷을 갖다 주시는 게 나는 너무 불만이었거든. 그래서 이런 걸 왜 갖고 오냐고 짜증을 내곤 했는데, 그러지 말 걸 하는 생각이 들어.","응, 나도 그 마음 알아. 나는 우리 외할아버지가 치매에 걸리셨거든. 나를 보고 누구냐고 물으시는데, 가슴이 철렁 내려앉으면서도, 장난 치시는 거라고 믿고 싶었지.",0.5854233503341675,슬픔
47,"그래, 그땐 한창 예민할 때라 우리 할머니가 헌옷함을 뒤진다는 사실부터가 너무 싫었어. 하지만 할머니도 치매였으니 일부러 그러신 게 아닐 텐데, 쌀쌀맞게 대했던 게 죄송하기만 해.","너무 슬픈 기억은 떠올리는 것조차 두렵지. 그래도 당신이 그때의 기억을 내게 말하기를 잘했어. 이젠 어렸던 자신을 자책하지 말고 이해해 준다면, 당신 마음이 좀더 편해지지 않을까?",0.5238742828369141,슬픔
48,"그때엔 그런 줄 몰랐는데, 당신 말을 듣고 보니 그런 것 같네. 나는 할머니를 치매 환자로 대하고 싶지 않았어. 할머니가 정신이 멀쩡하면서 일부러 그러는 거라고, 끝까지 믿고 싶었나 봐.","하지만 슬픈 기억을 묻어두느라 당신, 할머니의 존재까지 잊고 살았잖아. 이제 하늘에 계신 할머니께 용서를 구하고 할머니를 애도하며 사는 편이 낫지 않을까? 그래야 할머니와의 좋은 기억도 떠올릴 수 있을 거고.",0.6642540097236633,슬픔
49,"맞아. 치매가 심해져 할머니가 나를 몰라보실 때, 관심 받고 싶어 그러는 거라고 믿으려 했지. 그렇게 할머니의 치매를 온전히 받아들이지 못한 채, 할머니를 떠나보냈어. 그 시절이 나에게는 너무 큰 아픔이라 떠올리지 않고 살았는데, 이렇게 당신에게 말하게 되었네.","당신, 할머님께 남다른 애정을 가지고 있었나 보네요. 많이 보고 싶어요?",0.486138254404068,슬픔
50,"그래, 나도 그러고 싶어. 하지만 할머니께 죄송한 마음이, 그때의 나를 용서할 수 없게 만드는걸. 할머니께 용서 받지도 못했는데, 내가 그때의 나를 이해하는 건 할머니께 죄를 짓는 것만 같아.",어린 시절부터 할머님께 받은 사랑이 커서 그만큼 상실감이 더 느껴지나 보네요.,0.5237224102020264,슬픔
51,"그래, 할머니와의 행복한 기억들마저 외면하며 사는 것이 너무 괴롭고 슬프긴 했어. 이제 하늘에 계신 할머니가 평안하시기를 매일 기도하며 살아야겠다. 할머니를 애도할 수 있도록, 나를 슬픔 속에서 꺼내 주어서 고마워.",떠나보내고 나면 깨닫게 되는 것들이 많아서 더 그런 걸 거예요. 살아계실 때 함께하지 못해 아쉬운 것들이 많나요?,0.39565494656562805,슬픔
52,"여보, 오늘따라 지난 달에 돌아가신 할머니가 너무 그리워서 눈물이 나요.",바쁜 삶에 치여서 그랬던 걸 할머님도 분명 아셨을 거예요. 할머님이 싫어서 일부러 피한 것도 아닌데 너무 자책하지 말아요.,0.4368596076965332,슬픔
53,네. 저를 많이 아껴주셨어요. 그런 할머니가 이 세상에 안 계시다는 게 아직도 믿기지가 않아요.,해드린 게 아무리 많아도 떠나고 나면 모든 게 후회되고 아쉽다고 하잖아요. 해드린 게 없어서가 아니라 너무 그리우니 그런 마음이 드나 보네요. 꿈속에서 만나게 되면 어떤 말이 가장 하고 싶어요?,0.3973569869995117,슬픔
54,맞아요. 괜히 못 해드린 것만 자꾸 생각나서 죄송하기만 해요. 곁에 계실 때 더 잘 해드릴 걸 그랬어요.,할머님을 생각하는 당신 마음씨가 참 예쁘네요. 어릴 때부터 유대가 깊었다고 하니 할머님께서 이미 그 마음 알고 계셨을 거예요.,0.43614619970321655,슬픔
55,학생 때는 자주 함께 시간을 보냈는데 직장 생활하면서 바쁘다는 핑계로 잘 찾아 뵙지도 못했어요. 돌아가시기 전에 여행 한 번 같이 가지 못한 게 자꾸 생각나서 눈물이 멈추질 않아요.,비록 이제 눈으로 볼 수는 없지만 할머님은 여전히 당신 마음 속에 살아계시잖아요. 할머님을 향한 당신의 사랑도 변함없을 거고요.,0.322304368019104,슬픔
56,그치만 지나고 나니 모든 게 핑계 같고 후회가 돼요. 꿈속에서라도 할머니를 만나고 싶어요.,사람이 죽는 건 숨이 멎을 때가 아니라 다른 사람의 기억 속에서 잊혀질 때라고 하잖아요. 당신이 할머님과의 소중한 추억을 기억하는 한 계속 당신과 함께하실 거예요. 그러니 너무 슬퍼 말아요.,0.5533120036125183,슬픔
57,그동안 너무 감사했고 많이 사랑한다고 말씀드리고 싶어요.,괜찮아졌다니 다행이에요. 할머님께서도 손녀가 행복하기를 바라실 거예요. 그러니 좋은 추억들 마음 속에 간직하고 행복한 하루하루를 살아봐요.,0.44426456093788147,슬픔
58,그렇게 말해주어 고마워요. 할머니가 살아계셔서 직접 전해드릴 수 있다면 좋을 텐데 이제 그럴 수 없네요.,오늘 하루 종일 고생 많았어. 힘들지만 포기하지 않고 오늘 하루를 또 살아낸 당신이 대단해. 그런 당신을 보면서 나도 용기와 힘을 얻어.,0.4512615203857422,슬픔
59,그건 정말 그래요. 할머니를 생각할 때마다 마음이 따뜻해지는 걸 느끼거든요.,일을 열심히 노력하는데도 결과가 따라주지 않으니 얼마나 슬프고 힘이 들겠어. 당신이 서럽고 애석한 마음이 드는 건 당연해. 당신이 짊어진 삶의 무게를 생각하면 너도 덩달아 속이 상하고 슬퍼져.,0.2904508113861084,슬픔
60,"그 말을 들으니 마음이 조금은 진정되는 것 같아요. 고마워요, 여보.","인생이란 게 그렇잖아, 안 풀릴 때가 있으면 또 잘 풀릴 때가 있는 거지. 그러니 너무 슬퍼하지 말고 내일은 더 잘 될 거라고 믿으면서 기운 내보자. 당신은 지금껏 잘 해왔으니까 앞으로도 잘 할 수 있을 거야.",0.5523778200149536,슬픔
61,하루종일 구두를 신고 걸어 다녔더니 발에 온통 물집이 잡혔어. 정말 너무 고되고 힘든 삶인 것 같아서 마음이 슬프다.,"당신이 그렇게 나와 아이들을 생각하는 마음이 깊은데 왜 자책을 해. 당신은 성실하게 살아왔고, 포기하지 않고 노력하잖아. 그것만으로도 당신은 이미 좋은 남편이고 훌륭한 아빠니까 너무 괴로워 하지마.",0.28376662731170654,슬픔
62,당신과 우리 아이들을 생각하면서 힘을 내야 하는데 오늘따라 유난히 마음이 서글프다. 사실 오늘 실적을 하나도 못 채웠거든. 하루 종일 돌아다니는 데도 이러니까 자괴감이 들기도 하고 서러워서 눈물이 나.,"그래도 희망을 잃지 말고 포기하지 말자. 포기하면 다시 날아오를 기회마저 없어지는 거잖아. 내가 당신 곁에서 응원하고 지지할게, 그러니 조금만 더 힘을 내보자.",0.48415297269821167,슬픔
